n_atr_1d_6,cl_9_1.0,cl_12_1.0,cl_18_2.0,cl_9_3.0,ind_vjrc_36_1,ind_per_x9_1.0,prc_u_tc_cns,tas_u_tc,c_tc_mn_24,c_tc_mn_24_sld,c_pcns,vr_s_t_36,mx_ltc_36,ipc_t6
0,0,0,0,0,1,0,0.0,0.0,0,0,1,-0.532953938,5.0,0.043979285
0,0,0,0,0,1,1,0.0,0.0,0,0,2,-0.662742081,2263.42,0.022947805
1,0,0,0,0,1,0,0.0992,-1.0,0,0,1,-0.484745496,0.0,0.035449103
0,0,0,0,0,0,1,0.671907519,0.671907519,0,0,1,0.0,13544.87,0.015987324
0,0,0,0,0,0,1,0.794746914,0.794746914,0,2,0,-0.126876282,32400.0,0.035449103
0,1,1,0,0,0,1,0.273535037,0.273535037,2,2,2,-0.48660305,20079.0,0.039748545
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.254417796,0.0,0.022947805
0,0,0,0,0,0,1,0.0992,-1.0,0,0,2,-0.258451014,0.0,0.013648559
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.015987324
1,0,0,0,0,0,1,0.531105714,0.531105714,0,2,1,-0.096903733,24076.6,0.039748545
0,0,0,0,0,0,1,0.971426122,0.971426122,1,1,0,0.0,14300.0,0.021925232
1,0,0,0,0,0,1,0.14052995,0.14052995,1,0,1,-0.360817315,30630.41,0.019000916
0,0,0,0,0,1,0,0.0,0.0,1,0,0,-1.0,2994.53,0.019732322
0,0,0,0,0,0,0,0.0,0.0,1,0,0,-0.058328056,2800.0,0.019000916
2,1,1,1,0,1,1,0.0,0.0,0,0,2,-0.113718858,2268.32,0.039748545
0,0,0,0,0,0,0,0.0,0.0,1,0,2,0.0,750.0,0.018195539
0,0,0,0,0,1,1,0.110009677,0.110009677,0,0,0,-0.679379122,6200.0,0.01429334
0,0,0,0,0,1,1,0.948485428,0.948485428,0,0,3,-0.298844847,1046.5,0.021925232
0,0,0,0,0,0,1,0.571826667,0.571826667,0,0,2,0.0,4500.0,0.043979285
0,0,0,0,0,1,0,0.197564115,0.197564115,1,0,2,0.0,9237.71,0.039748545
0,0,0,0,0,0,0,0.515909091,0.515909091,1,1,0,0.0,2200.0,0.03234882
5,0,0,0,0,1,0,0.0992,-1.0,0,0,1,0.0,0.0,0.015987324
0,0,0,0,0,0,0,0.258740696,0.258740696,1,1,0,0.0,994.2,0.022947805
0,0,0,0,0,0,0,0.245373606,0.245373606,0,0,2,-0.285860089,19187.19,0.027324439
0,0,0,1,0,1,0,0.0,0.0,1,0,1,-0.001033414,24967.3,0.03234882
2,0,0,1,0,1,0,0.0992,-1.0,0,0,1,-0.415842729,200.0,0.022947805
0,0,0,0,0,0,1,0.0992,-1.0,0,0,1,-0.231405556,0.0,0.03234882
2,0,0,0,0,0,0,0.0,0.0,0,0,3,0.0,2151.76,0.033416187
0,0,0,0,0,0,1,0.1019254,0.1019254,1,0,0,-0.771600641,4602.68,0.015987324
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.027324439
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,16.0,0.03234882
0,0,0,0,0,0,1,0.76102,0.76102,0,0,3,-0.173557684,500.0,0.033416187
0,0,0,0,0,1,0,0.0,0.0,0,0,1,-0.979791121,3741.65,0.021925232
0,0,0,0,0,0,1,0.997515444,0.997515444,0,0,1,-0.464930744,9036.76,0.039748545
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,538.11,0.043979285
0,0,0,0,0,0,0,0.0,0.0,0,0,0,-0.618509,2700.0,0.022947805
0,0,0,0,0,1,1,0.183498577,0.183498577,1,0,3,-0.038256291,7426.76,0.039748545
1,1,1,0,0,0,0,0.0992,-1.0,0,0,0,-0.820479212,1251.22,0.039748545
0,0,0,0,0,0,1,0.01549102,0.01549102,1,0,2,-0.528275756,27921.72,0.013648559
0,0,0,0,0,0,1,0.42902474,0.42902474,1,2,2,-0.337730504,42877.33,0.013648559
0,0,0,0,0,0,1,0.322674533,0.322674533,2,4,1,-0.141429832,26424.8,0.039748545
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,669.22,0.03234882
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.703625841,0.0,0.01429334
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.035449103
0,0,0,0,0,0,1,0.0992,-1.0,0,0,2,0.0,0.0,0.013648559
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,500.0,0.033416187
0,0,0,0,0,1,1,0.221852564,0.221852564,1,0,1,-0.046726645,3600.0,0.032546067
0,0,0,0,0,1,1,0.0,0.0,2,0,1,-0.318423984,14414.56,0.035449103
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.021925232
0,0,0,0,0,0,0,0.0,0.0,0,0,2,0.0,110.0,0.043979285
0,0,0,0,0,0,0,0.522,0.522,1,1,0,0.0,500.0,0.035449103
0,0,0,0,0,0,1,0.292546756,0.292546756,1,0,3,-0.09878655,28712.06,0.021925232
0,0,0,0,0,0,1,0.040369521,0.040369521,1,0,1,0.0,39700.0,0.032546067
0,0,0,0,0,0,0,0.0,0.0,1,0,1,-0.562922354,11379.75,0.03234882
0,0,0,0,0,1,1,0.0,0.0,1,0,1,-0.114674543,1.0,0.032546067
0,0,0,0,0,0,1,0.019496,0.019496,0,0,1,0.0,12500.0,0.033416187
0,0,0,0,0,1,1,0.189306045,0.189306045,1,1,1,-0.503642981,10107.99,0.022947805
0,0,0,0,0,1,1,0.0992,-1.0,0,0,3,-0.158486053,2200.0,0.032546067
0,0,0,0,0,0,1,0.091890583,0.091890583,2,0,0,-0.076039338,50815.0,0.019732322
0,0,0,0,0,1,1,0.000461538,0.000461538,2,1,1,-0.193557446,2700.0,0.013648559
0,0,0,0,0,0,1,0.216471778,0.216471778,1,1,2,-0.687546477,111223.9,0.021925232
0,0,0,0,0,0,0,0.0,0.0,0,0,0,-1.0,900.0,0.033416187
0,0,0,0,0,0,0,0.027588,0.027588,0,0,0,0.0,5000.0,0.032546067
0,0,0,0,0,0,1,0.510542857,0.510542857,1,1,1,-0.138860672,5802.7,0.019732322
0,0,0,0,0,0,1,0.379378034,0.379378034,1,2,1,-0.002216028,121504.51,0.01429334
1,1,1,0,0,0,1,0.397939052,0.397939052,0,0,1,-0.162198627,1610.93,0.021925232
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,157.2,0.03234882
0,0,1,0,0,0,0,0.401206604,0.401206604,4,4,1,-0.292833744,61901.59,0.027324439
0,0,0,0,0,0,0,0.124313208,0.124313208,1,1,0,-0.278254028,5300.0,0.027324439
0,0,0,0,0,0,0,0.0,0.0,0,0,1,-0.03064737,57.91,0.027324439
0,0,0,0,0,0,0,0.674488214,0.674488214,4,2,2,-0.126840482,102921.11,0.027324439
0,0,0,0,0,0,1,0.226913514,0.226913514,0,0,1,-0.458021,3700.0,0.033416187
0,0,0,0,0,1,1,0.156890411,0.156890411,1,1,1,-0.406331726,7300.0,0.018195539
0,0,0,0,0,0,0,0.0,0.0,1,0,0,0.0,4600.0,0.01429334
0,0,0,0,0,0,0,0.84246,0.84246,0,0,0,-0.015696901,1000.0,0.03234882
0,0,0,0,0,0,1,0.086229367,0.086229367,1,0,1,0.0,15900.0,0.013648559
0,0,0,0,0,0,1,8.33e-05,8.33e-05,0,0,1,-0.600156211,1200.0,0.022947805
0,0,0,0,0,0,1,0.0,0.0,0,0,3,0.0,1668.0,0.022947805
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,272.16,0.035449103
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.03234882
0,0,0,0,0,0,0,0.522325,0.522325,0,0,1,0.0,400.0,0.013648559
0,0,0,0,0,1,0,0.863555556,0.863555556,1,1,0,0.0,2700.0,0.039748545
0,0,0,0,0,0,0,0.0,0.0,0,0,1,-0.403893797,800.0,0.021925232
0,0,0,0,0,0,1,0.0,0.0,1,0,2,-0.424925528,15000.0,0.022947805
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.019000916
0,0,0,0,0,0,1,0.0992,-1.0,0,0,1,-0.028250351,104880.02,0.015987324
0,0,0,0,0,0,0,0.18902,0.18902,1,1,0,0.0,1000.0,0.01429334
0,0,0,0,0,1,0,0.824162367,0.824162367,1,1,0,0.0,1224.88,0.032546067
0,0,0,0,0,0,0,0.52745,0.52745,0,0,1,0.0,1000.0,0.03234882
0,0,0,0,0,0,1,0.923506854,0.923506854,0,0,1,0.0,2751.3,0.043979285
0,0,0,0,0,0,0,0.0992,-1.0,0,0,0,0.0,0.0,0.015987324
0,0,0,0,0,1,0,0.0,0.0,0,0,0,-0.058328056,1500.0,0.043979285
0,0,0,0,0,0,0,0.277763133,0.277763133,0,0,1,-0.464955,5272.91,0.033416187
0,0,0,0,0,1,1,0.96077,0.96077,0,0,1,0.0,1000.01,0.019732322
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.01429334
0,0,0,0,0,1,0,0.0,0.0,0,0,1,0.0,171.13,0.043979285
0,0,0,0,0,0,0,0.010496221,0.010496221,1,1,0,0.0,1010.84,0.019000916
0,0,0,0,0,1,0,0.0992,-1.0,0,0,2,-0.012685195,274.77,0.032546067
0,0,0,0,0,0,1,0.621200297,0.621200297,3,3,2,-0.162236244,29435.17,0.01429334
0,0,0,0,0,0,1,0.129976244,0.129976244,3,1,3,0.0,17200.0,0.019732322
0,0,0,0,0,0,1,0.0,0.0,1,0,2,0.0,5441.0,0.019000916
1,0,0,0,0,0,0,0.0,0.0,0,0,0,-1.0,5500.0,0.03234882
0,0,0,0,0,0,0,0.03,0.03,1,1,0,0.0,1000.0,0.032546067
0,0,0,0,0,0,1,0.726792566,0.726792566,1,0,1,-0.037739287,16443.33,0.033416187
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.013648559
0,0,0,0,0,0,0,0.310974399,0.310974399,0,0,0,-0.169068383,11027.21,0.027324439
2,0,0,0,1,1,0,0.0,0.0,3,0,0,-1.0,11983.02,0.027324439
0,0,0,0,0,0,0,0.0992,-1.0,0,0,2,-0.347492332,0.0,0.027324439
0,0,0,0,0,0,1,0.0992,-1.0,0,0,2,0.0,0.0,0.043979285
0,0,1,0,0,0,1,0.683608042,0.683608042,1,3,0,-0.321039624,45686.3,0.039748545
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.516536642,1313.68,0.018195539
0,0,0,0,0,0,0,0.320725,0.320725,1,1,0,0.0,2000.0,0.018195539
0,0,0,0,0,0,0,0.0,0.0,0,0,1,-0.980696677,5800.0,0.043979285
1,1,1,0,0,0,1,0.508893058,0.508893058,1,1,1,0.0,2957.78,0.01429334
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.019732322
0,0,0,0,0,1,0,0.6358,0.6358,0,0,0,-0.04671916,1000.0,0.015987324
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.018195539
0,0,1,0,0,0,0,0.0,0.0,0,0,2,-0.062578254,2224.4,0.033416187
1,0,0,0,0,0,0,0.0,0.0,0,0,1,-0.644736842,410.0,0.013648559
1,1,1,0,0,0,0,0.0,0.0,0,0,1,0.0,6.25,0.033416187
0,0,0,0,0,0,1,0.0992,-1.0,0,0,2,-0.363296667,0.0,0.021925232
0,0,0,0,0,0,1,0.0,0.0,0,0,1,-0.093965456,3000.0,0.032546067
0,0,0,0,0,0,1,0.371403509,0.371403509,0,0,1,-0.409960428,5700.0,0.022947805
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.317606833,0.0,0.043979285
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.305103212,0.0,0.039748545
0,0,0,0,0,0,1,0.157273333,0.157273333,0,0,1,-0.609004661,49436.05,0.018195539
3,1,1,0,0,0,1,0.740839519,0.740839519,0,0,3,-0.360386061,20514.49,0.01429334
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.032546067
5,0,0,0,1,1,0,0.999628708,0.999628708,0,0,0,-0.789133127,1346.65,0.043979285
0,0,0,0,0,0,0,0.0,0.0,0,0,0,-0.167002456,1200.0,0.022947805
0,0,0,0,0,0,0,0.0,0.0,0,0,2,0.0,235.57,0.039748545
1,0,0,0,0,0,0,0.294259639,0.294259639,0,0,0,-0.317219077,4594.31,0.01429334
0,0,0,0,0,0,0,0.0992,-1.0,0,0,2,-0.100766465,0.0,0.033416187
0,0,0,0,0,0,1,0.2311681,0.2311681,1,0,0,-0.110049081,27900.0,0.018195539
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,2400.0,0.043979285
0,0,0,0,0,0,0,0.713990698,0.713990698,1,1,0,0.0,2150.0,0.033416187
0,0,0,0,0,0,0,0.0992,-1.0,0,0,0,0.0,2206.73,0.019732322
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.03234882
0,0,0,0,0,0,1,0.937252,0.937252,1,1,3,-0.016653787,5000.0,0.021925232
0,0,0,1,0,1,0,0.9815,0.9815,0,0,0,-0.765977063,600.0,0.021925232
0,0,0,0,0,1,1,0.044214385,0.044214385,2,1,1,-0.555446147,13821.52,0.013648559
0,0,0,0,0,0,0,0.46032,0.46032,1,1,0,-0.975256296,500.0,0.013648559
0,0,0,0,0,0,1,0.00793523,0.00793523,1,1,0,-0.92721996,8943.66,0.021925232
0,0,0,0,0,0,1,0.469502416,0.469502416,5,1,0,-0.332429145,20864.02,0.043979285
0,0,0,0,0,0,0,0.309966667,0.309966667,1,1,0,0.0,900.0,0.035449103
0,0,0,0,0,0,1,0.209045455,0.209045455,0,0,1,-0.34829288,2200.0,0.018195539
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,1434.39,0.03234882
0,0,0,0,0,0,1,0.0992,-1.0,0,0,1,-0.685740357,0.0,0.033416187
0,0,0,0,0,0,1,0.0992,-1.0,0,0,1,-0.381681196,5271.44,0.039748545
0,0,0,0,0,1,0,0.0992,-1.0,0,0,1,-0.050076785,0.0,0.01429334
1,1,1,0,0,0,1,0.589699519,0.589699519,0,0,2,0.0,3100.0,0.03234882
0,0,0,1,0,1,0,0.578157156,0.578157156,0,0,1,-0.196343402,1069.0,0.033416187
0,0,0,0,0,0,1,0.449056,0.449056,0,0,1,0.0,1250.0,0.039748545
0,0,0,0,0,0,0,0.428181005,0.428181005,0,0,1,-0.275491917,984.28,0.03234882
0,0,0,0,0,0,0,0.251017143,0.251017143,1,0,0,-0.88037542,5454.27,0.018195539
0,0,0,0,0,0,1,0.248010705,0.248010705,1,0,1,-0.169080226,12891.5,0.039748545
0,0,0,0,0,0,0,0.0,0.0,0,0,0,-1.0,4000.0,0.015987324
1,1,1,0,0,1,1,0.270390863,0.270390863,2,2,0,-0.317412112,38470.05,0.033416187
0,0,0,0,0,0,1,0.0,0.0,0,0,2,-0.854483967,2718.38,0.015987324
0,0,0,0,0,0,0,0.343731794,0.343731794,0,0,0,-0.498349733,1888.1,0.03234882
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.043979285
0,0,0,0,0,0,1,0.14255229,0.14255229,2,0,1,-0.874458988,18617.87,0.032546067
0,0,0,0,0,0,0,0.0,0.0,1,0,0,-1.0,2200.0,0.01429334
0,0,0,0,0,0,0,0.922731061,0.922731061,1,0,1,0.0,14215.5,0.027324439
0,0,0,0,0,0,1,0.692840517,0.692840517,3,2,1,0.0,21946.28,0.032546067
0,0,0,0,0,0,0,0.0,0.0,0,0,0,-0.058328056,140.0,0.018195539
0,0,0,0,0,0,0,0.14142,0.14142,1,1,0,0.0,1000.0,0.013648559
0,0,0,0,0,1,0,0.80063,0.80063,0,0,1,0.0,1000.0,0.019732322
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,437.5,0.021925232
0,0,0,0,0,0,0,0.0,0.0,1,0,0,-0.058328056,770.0,0.027324439
2,1,1,0,0,0,1,0.082857143,0.082857143,1,1,0,-0.431914644,10500.0,0.01429334
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,175.0,0.03234882
0,0,0,0,0,0,0,0.0,0.0,1,0,1,0.0,32356.73,0.021925232
0,0,0,0,0,0,1,0.088996291,0.088996291,1,1,0,-0.778943158,14200.0,0.03234882
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,55.5,0.032546067
0,0,0,0,0,0,1,0.004291578,0.004291578,6,2,0,-0.975423294,152177.14,0.032546067
2,1,1,0,0,0,0,0.047766372,0.047766372,0,0,1,-0.486725973,5003.52,0.033416187
0,0,0,0,0,0,1,0.99657165,0.99657165,1,2,2,0.0,9126.56,0.013648559
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,93.12,0.039748545
0,0,0,0,0,0,1,0.05496855,0.05496855,4,2,0,-0.745486112,65500.0,0.019732322
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.193850845,0.0,0.022947805
0,0,0,0,0,0,0,0.0,0.0,0,0,2,0.0,500.0,0.01429334
0,0,0,1,0,1,0,1.0,1.0,0,1,1,-0.534896535,5400.0,0.027324439
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,17.11,0.033416187
0,0,0,0,0,0,0,0.000327103,0.000327103,1,1,0,0.0,21400.0,0.027324439
0,0,0,0,0,0,1,0.0992,-1.0,0,0,2,-0.24226616,0.0,0.039748545
0,0,0,0,0,0,0,0.399471875,0.399471875,1,1,0,-0.874904219,17500.0,0.035449103
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.229296664,0.0,0.019732322
0,0,0,0,0,0,1,0.650154096,0.650154096,0,0,2,0.0,23644.41,0.033416187
0,0,0,0,0,0,1,0.263155522,0.263155522,2,1,0,0.0,29867.0,0.043979285
0,0,0,0,0,0,1,0.369343158,0.369343158,1,1,0,0.0,9500.0,0.019732322
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,1503.46,0.032546067
0,0,0,0,0,0,1,0.0992,-1.0,0,0,2,0.0,0.0,0.03234882
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.803448082,0.0,0.021925232
0,0,0,0,0,0,1,0.661832542,0.661832542,1,1,1,-0.441764,29500.0,0.015987324
0,0,0,0,0,0,0,0.0,0.0,0,0,2,-0.156071633,178.75,0.027324439
0,0,0,0,0,1,0,0.0,0.0,0,0,1,-0.443639913,1799.62,0.035449103
0,1,1,0,0,0,1,0.232707683,0.232707683,1,0,0,-0.795979002,49203.27,0.01429334
0,0,0,0,0,0,0,0.133117808,0.133117808,0,0,0,-0.426233283,7300.0,0.013648559
0,0,0,0,0,1,0,0.0992,-1.0,0,0,1,0.0,0.0,0.021925232
0,0,0,0,0,1,1,0.747981818,0.747981818,0,1,0,-0.300398786,1100.0,0.033416187
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.211540504,0.0,0.018195539
2,1,1,0,0,0,1,0.0,0.0,0,0,3,-0.005712428,2993.46,0.021925232
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.385525486,0.0,0.019000916
0,0,0,0,0,0,1,0.035538776,0.035538776,2,1,1,0.0,10310.0,0.019000916
0,0,0,0,0,0,1,0.22265,0.22265,0,0,0,0.0,6000.0,0.015987324
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.321799583,0.0,0.013648559
0,0,0,0,0,0,1,0.037061479,0.037061479,1,0,1,-0.032186422,33290.76,0.021925232
0,0,0,0,0,1,0,0.0992,-1.0,0,0,1,0.0,0.0,0.03234882
0,0,0,0,0,0,0,0.287374227,0.287374227,1,2,0,-0.170400861,5533.76,0.027324439
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.018195539
0,0,0,0,0,0,0,0.001841542,0.001841542,1,0,1,0.0,7005.0,0.035449103
0,0,0,0,0,0,1,0.809893997,0.809893997,1,1,2,0.0,3559.33,0.013648559
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.731868112,0.0,0.039748545
1,1,0,0,0,1,1,0.579438461,0.579438461,3,3,1,-0.109530836,17557.31,0.043979285
0,0,0,0,0,0,1,0.761271243,0.761271243,2,0,2,0.0,45773.79,0.03234882
1,0,0,0,0,0,1,0.224119149,0.224119149,0,0,0,-0.626647496,2380.0,0.022947805
0,0,0,0,0,0,0,0.335776377,0.335776377,1,0,0,-0.215256377,3776.71,0.022947805
0,0,0,0,0,1,0,0.333952381,0.333952381,1,0,1,-0.01219368,7190.41,0.03234882
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.501588686,0.0,0.033416187
0,0,0,0,0,0,0,0.998281569,0.998281569,0,0,0,0.0,2205.5,0.032546067
2,0,0,0,0,1,0,0.0,0.0,0,0,1,0.0,2634.5,0.022947805
0,0,0,0,0,0,0,0.0992,-1.0,0,0,2,0.0,1672.38,0.015987324
0,0,0,0,0,0,1,0.383751924,0.383751924,1,1,0,-0.214882848,66270.0,0.033416187
0,0,0,0,0,1,1,0.276545524,0.276545524,2,2,0,-0.263292368,6422.74,0.018195539
0,0,0,0,0,0,1,0.0,0.0,0,0,3,-0.173159226,26.26,0.018195539
0,0,0,0,0,0,0,0.09087479,0.09087479,3,0,3,-0.495333566,116518.89,0.032546067
0,0,0,0,0,0,1,0.582688732,0.582688732,1,1,2,-0.300598145,5792.99,0.01429334
0,0,0,0,0,0,1,0.337734243,0.337734243,0,0,0,-0.452925143,3559.87,0.035449103
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,3200.0,0.035449103
0,0,0,0,0,0,0,0.0,0.0,0,0,1,-0.785181736,2423.28,0.043979285
1,0,0,0,0,0,0,0.0,0.0,0,0,1,-0.040242401,2750.0,0.01429334
0,0,0,0,0,0,1,0.315248318,0.315248318,4,3,0,-0.531578277,346848.1,0.022947805
0,0,0,0,0,0,1,0.310195556,0.310195556,1,0,0,0.0,8200.0,0.018195539
1,0,0,0,1,1,1,0.034653443,0.034653443,3,1,1,-0.520808571,42198.52,0.019732322
2,0,0,0,0,1,1,0.0992,-1.0,0,0,3,-0.202438791,4431.55,0.039748545
0,0,0,0,0,0,1,0.0992,-1.0,0,0,3,0.0,0.0,0.022947805
0,0,0,1,0,1,1,0.250408333,0.250408333,3,0,3,-0.353761921,15057.7,0.018195539
1,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,9200.0,0.033416187
0,0,0,0,0,1,0,0.99926,0.99926,0,0,0,0.0,1500.0,0.043979285
0,0,0,0,0,0,1,0.982611181,0.982611181,0,1,2,0.0,7487.57,0.035449103
0,0,0,0,0,0,1,0.571175238,0.571175238,2,1,0,-0.617237505,22410.45,0.021925232
0,0,0,0,0,0,1,0.124322823,0.124322823,1,0,1,-0.52602346,7199.0,0.03234882
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,3894.0,0.015987324
0,0,0,0,0,0,1,0.426494681,0.426494681,1,1,0,0.0,9400.0,0.032546067
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.013648559
0,0,0,0,0,0,1,0.061122449,0.061122449,2,0,2,-0.015780415,9800.0,0.022947805
0,0,0,0,0,0,1,0.0992,-1.0,0,0,2,-0.271419133,20072.8,0.039748545
0,0,0,0,0,0,1,0.56388,0.56388,0,0,2,0.0,1316.11,0.015987324
0,0,0,0,0,0,1,0.533534409,0.533534409,1,2,2,-0.009856415,13750.01,0.018195539
1,1,1,0,0,0,0,0.0992,-1.0,0,0,1,-0.580046667,0.0,0.027324439
0,0,0,0,0,0,1,0.484614131,0.484614131,1,1,0,0.0,6015.26,0.03234882
0,0,0,0,0,1,0,0.052451376,0.052451376,2,2,0,-0.103477206,41900.97,0.032546067
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.022947805
0,0,0,0,0,0,0,0.752347166,0.752347166,1,0,2,-0.8532785,4336.8,0.033416187
0,0,0,0,0,0,1,0.155205882,0.155205882,0,0,1,-0.224642031,10200.0,0.035449103
0,0,0,0,0,1,1,0.0,0.0,0,0,2,-0.007143733,6100.0,0.013648559
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.224153504,467.27,0.043979285
1,1,1,0,0,1,0,0.980507143,0.980507143,1,1,0,-0.316879575,2800.0,0.027324439
0,0,0,0,0,0,0,0.0992,-1.0,0,0,2,-0.163695981,0.0,0.015987324
0,0,0,0,0,0,0,0.0,0.0,0,0,0,-1.0,3000.0,0.018195539
0,0,0,0,0,1,0,0.0992,-1.0,0,0,1,-0.16811881,0.0,0.039748545
0,0,0,0,0,1,1,0.0992,-1.0,0,0,2,-0.004833524,150.0,0.013648559
0,0,0,0,0,0,0,1.0,1.0,0,0,0,0.0,1500.05,0.022947805
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.013648559
0,0,0,0,0,0,0,0.0992,-1.0,0,0,2,-0.456803643,0.0,0.027324439
0,0,0,0,0,1,0,0.020783858,0.020783858,0,0,0,-0.061582116,22208.1,0.021925232
0,0,0,0,0,0,0,0.0,0.0,0,0,2,-0.0854115,2691.57,0.021925232
1,0,0,0,0,0,1,0.241974013,0.241974013,1,1,1,-0.13861573,17050.84,0.03234882
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,4957.65,0.027324439
0,0,0,0,0,0,1,0.002911486,0.002911486,1,1,0,-0.901005301,14800.0,0.018195539
0,0,0,1,0,1,1,0.0,0.0,1,0,1,-0.00938244,5200.0,0.039748545
0,0,0,0,0,0,0,0.0,0.0,0,0,0,-1.0,3200.0,0.019732322
0,0,0,0,0,0,0,0.0,0.0,2,0,1,0.0,3581.94,0.019732322
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.015987324
1,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.069416454,0.0,0.01429334
1,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.638764197,0.0,0.018195539
0,0,0,0,0,0,0,0.349711111,0.349711111,0,0,0,-0.948062706,900.0,0.022947805
0,0,0,0,0,1,0,0.06625567,0.06625567,1,0,1,-0.635656708,4850.0,0.022947805
0,0,0,0,0,0,0,0.345986667,0.345986667,0,0,0,-0.514926629,2176.63,0.018195539
0,0,0,0,0,1,0,0.0992,-1.0,0,0,1,-0.008209166,0.0,0.039748545
0,1,1,0,0,1,0,0.0992,-1.0,0,0,2,-0.307508352,0.0,0.03234882
0,0,0,0,0,0,0,0.0,0.0,0,0,0,-0.021275011,800.0,0.043979285
0,0,0,0,0,0,1,0.476587949,0.476587949,4,1,0,-0.056560688,127942.87,0.022947805
2,0,0,1,0,1,0,0.0992,-1.0,0,0,1,-0.918518582,1004.47,0.01429334
0,0,0,0,0,0,0,0.988678224,0.988678224,1,1,1,0.0,686.01,0.019732322
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.021925232
1,1,0,0,0,1,0,0.0,0.0,0,0,1,0.0,1594.27,0.013648559
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.015987324
0,0,0,0,0,0,1,0.0,0.0,0,0,1,-0.327041524,1200.0,0.019000916
0,0,0,0,0,0,1,0.073178583,0.073178583,2,2,0,-0.488217421,66887.74,0.013648559
3,0,0,1,0,1,0,0.0,0.0,0,0,1,-0.587156305,673.5,0.013648559
0,0,0,0,0,0,0,0.6,0.6,0,0,1,-0.147590259,10482.06,0.027324439
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.013648559
0,0,0,0,0,1,0,0.0992,-1.0,0,0,1,-0.233346901,2000.0,0.027324439
0,0,0,0,0,0,1,0.309791454,0.309791454,2,2,1,-0.035749776,53139.55,0.043979285
