n_atr_1d_6,cl_9_1.0,cl_12_1.0,cl_18_2.0,cl_9_3.0,ind_vjrc_36_1,ind_per_x9_1.0,prc_u_tc_cns,tas_u_tc,c_tc_mn_24,c_tc_mn_24_sld,c_pcns,vr_s_t_36,mx_ltc_36,ipc_t6
0,0,1,0,0,0,1,0.045517875,0.045517875,0,0,3,-0.404224872,6579.68,0.015987324
0,0,0,0,0,1,0,0.0,0.0,0,0,1,-0.784487951,3000.0,0.035449103
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,4.65,0.035449103
0,0,0,0,0,0,0,0.0,0.0,1,0,0,-0.058328056,10500.0,0.018195539
0,0,0,0,0,0,1,0.356431753,0.356431753,0,1,0,-0.334929945,18168.92,0.035449103
0,0,0,0,0,0,0,0.005590935,0.005590935,1,0,1,-0.051240796,24550.0,0.03234882
0,0,0,0,0,0,0,0.340168627,0.340168627,1,1,0,0.0,5100.0,0.027324439
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.133003591,0.0,0.027324439
0,0,0,0,0,0,0,0.858063254,0.858063254,1,0,0,0.0,3067.0,0.027324439
0,0,0,0,0,0,1,0.073580275,0.073580275,1,0,0,-0.10365143,28800.0,0.032546067
3,0,0,0,1,1,1,0.475075,0.475075,1,1,1,-0.343900527,804.82,0.021925232
0,0,0,0,0,0,0,1.0,1.0,0,0,0,-0.202709456,469.15,0.022947805
2,1,1,0,0,0,0,0.0992,-1.0,0,0,2,-0.161956556,44.13,0.03234882
0,0,0,0,0,0,0,0.224737705,0.224737705,0,0,0,-0.427924018,6100.0,0.015987324
0,0,0,0,0,0,1,0.9276,0.9276,0,0,1,-0.9069524,1000.0,0.015987324
0,0,0,0,0,0,1,0.776976701,0.776976701,3,5,2,-0.178191985,43288.82,0.032546067
0,0,0,0,0,1,1,0.700498507,0.700498507,0,0,2,0.0,3350.0,0.043979285
0,0,0,0,1,1,0,0.0,0.0,1,0,0,-1.0,4300.0,0.019732322
0,0,0,0,0,0,1,0.358496522,0.358496522,1,1,3,-0.430827886,65727.27,0.018195539
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,544.31,0.015987324
0,0,0,0,0,0,0,0.140938164,0.140938164,0,0,0,0.0,10350.0,0.033416187
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.508180872,0.0,0.019732322
1,1,1,0,0,0,1,0.553712715,0.553712715,1,1,1,-0.271962856,4000.0,0.021925232
0,0,0,0,0,0,0,0.0,0.0,0,0,1,-0.487214286,3400.0,0.032546067
0,0,0,0,0,0,0,0.0992,-1.0,0,0,2,0.0,0.0,0.021925232
0,0,0,0,0,0,0,0.0,0.0,1,0,1,-0.237561667,6044.8,0.013648559
0,0,1,0,0,0,1,0.999183078,0.999183078,0,0,2,-0.267382661,2875.81,0.039748545
1,1,1,0,0,0,1,0.427854498,0.427854498,1,2,2,0.0,4062.62,0.043979285
1,1,1,0,0,0,1,0.079011206,0.079011206,1,0,1,-0.857584612,7362.08,0.03234882
0,0,0,0,0,0,1,0.0,0.0,0,0,2,-0.063586644,4661.54,0.018195539
1,0,0,0,0,0,1,0.0992,-1.0,0,0,2,0.0,68.69,0.043979285
0,1,1,0,0,0,0,0.0,0.0,0,0,1,-0.79739005,1800.0,0.018195539
0,0,0,0,0,0,1,0.133569891,0.133569891,0,1,3,-0.602990639,21675.99,0.015987324
1,1,1,0,0,0,0,0.259257447,0.259257447,2,2,1,-0.21290688,51800.01,0.027324439
0,0,0,0,0,1,0,0.70095,0.70095,1,0,1,0.0,2800.0,0.035449103
0,0,1,0,0,0,1,0.195129217,0.195129217,0,0,2,-0.020855405,6950.9,0.033416187
0,0,0,0,0,1,0,0.0992,-1.0,0,0,1,0.0,0.0,0.03234882
0,0,0,0,0,1,1,0.0992,-1.0,0,0,2,-0.489983352,0.0,0.018195539
0,0,0,0,0,0,1,0.446120068,0.446120068,2,1,0,-0.400460468,32259.1,0.043979285
0,0,0,0,0,0,1,0.044251981,0.044251981,2,0,1,-0.472300968,24250.0,0.013648559
0,0,0,0,0,0,0,0.351872857,0.351872857,0,0,0,-0.284730377,7000.0,0.043979285
0,0,0,0,0,1,1,0.563915385,0.563915385,0,1,2,-0.006594578,2600.0,0.013648559
0,0,0,0,0,0,1,0.065395572,0.065395572,2,0,2,-0.041967903,14000.0,0.039748545
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,2000.0,0.019000916
0,0,0,0,0,0,1,0.0992,-1.0,0,0,1,0.0,587.5,0.019000916
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,42.59,0.043979285
0,0,0,0,0,0,0,0.981796582,0.981796582,1,2,1,0.0,5547.31,0.043979285
0,0,0,0,0,0,0,0.0,0.0,0,0,1,0.0,93.64,0.035449103
1,0,0,0,0,1,1,0.0992,-1.0,0,0,3,-0.10814744,35678.22,0.01429334
1,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.141666997,0.0,0.021925232
0,0,0,0,0,0,0,0.0,0.0,2,0,1,0.0,28684.0,0.032546067
0,0,0,0,0,0,1,0.0,0.0,0,0,2,0.0,2346.35,0.043979285
0,0,0,0,0,0,0,0.142373998,0.142373998,1,1,0,-0.42364329,36744.35,0.027324439
0,0,1,0,0,0,1,0.013023256,0.013023256,3,1,1,-0.339157544,9400.0,0.015987324
0,0,0,1,0,1,1,0.60502093,0.60502093,1,2,0,-0.399843824,31394.52,0.018195539
0,0,0,0,0,0,0,0.09855678,0.09855678,1,0,0,-0.099178163,11800.0,0.019000916
2,1,1,0,0,0,1,0.0992,-1.0,0,0,1,0.0,0.0,0.039748545
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,-0.55139449,0.0,0.019732322
0,0,0,0,0,0,0,0.070498377,0.070498377,1,0,2,0.0,5645.52,0.027324439
0,0,0,0,0,1,1,0.998493151,0.998493151,1,1,1,-0.463441504,1225.0,0.032546067
1,0,0,0,0,1,1,0.359288235,0.359288235,0,0,2,-0.079199247,1700.0,0.015987324
0,0,0,0,0,0,0,0.398766667,0.398766667,1,1,0,0.0,900.0,0.027324439
0,0,0,0,0,0,1,0.049371845,0.049371845,1,1,2,-0.028414913,26100.0,0.033416187
0,1,1,0,0,1,1,0.0992,-1.0,0,0,2,-0.332447021,125.0,0.039748545
0,0,0,0,0,0,1,0.0992,-1.0,0,0,2,-0.249931352,0.0,0.015987324
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.035449103
0,0,0,0,0,0,1,0.734681372,0.734681372,1,0,1,0.0,59660.39,0.01429334
0,0,0,0,0,0,1,0.0992,-1.0,0,0,1,-0.891989895,0.0,0.022947805
1,1,1,0,0,1,1,0.136674121,0.136674121,3,1,1,-0.120751957,15650.0,0.03234882
1,0,0,0,1,1,1,0.0,0.0,0,0,2,-0.733344653,1200.0,0.022947805
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.018195539
0,0,0,0,0,0,0,0.079297421,0.079297421,1,0,0,-0.03711172,15777.31,0.022947805
2,1,1,0,0,0,0,0.921512329,0.921512329,0,0,1,0.0,2316.0,0.021925232
0,0,0,0,0,0,0,0.0,0.0,0,0,0,-0.278676245,3629.45,0.015987324
0,0,0,0,0,0,1,0.668515844,0.668515844,1,2,1,-0.156963271,4600.0,0.019000916
1,1,1,0,0,0,1,0.225039032,0.225039032,1,0,2,0.0,14148.79,0.018195539
0,0,0,0,0,0,1,0.739051624,0.739051624,1,0,0,0.0,7756.63,0.022947805
2,0,1,0,0,0,0,0.0992,-1.0,0,0,2,-0.058928,55.49,0.043979285
0,0,0,0,0,0,1,0.113824299,0.113824299,1,0,0,0.0,10700.0,0.033416187
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.021925232
0,0,0,0,0,0,1,0.0992,-1.0,0,0,2,-0.4777505,20448.51,0.015987324
0,0,0,0,0,0,0,0.833013333,0.833013333,1,0,3,-0.204674705,6601.0,0.033416187
0,0,0,0,0,0,0,0.0992,-1.0,0,0,1,0.0,0.0,0.019000916
0,0,0,0,0,0,0,0.696,0.696,1,0,1,0.0,2000.0,0.019000916
0,0,0,0,0,0,0,0.0,0.0,0,0,0,-0.325159639,8400.0,0.033416187
